File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
DAYMET_004_tmax_doy2010123_aid0001,tmax,aid0001,2010-05-03,37363,17.2299995,28.8999996,"(17.2299995,28.8999996)",26.9023571,1.3154333,1.7303647,27.7999992,28.8999996,27.1900005,24.2099991,26.3600006
DAYMET_004_tmax_doy2010124_aid0001,tmax,aid0001,2010-05-04,37363,13.6099997,28.1900005,"(13.6099997,28.1900005)",25.300539,1.767327,3.1234446,26.6599998,28.1900005,25.3899994,21.3199997,24.5200005
DAYMET_004_tmax_doy2010125_aid0001,tmax,aid0001,2010-05-05,37363,14.04,26.6100006,"(14.04,26.6100006)",24.1398926,1.5213112,2.3143877,25.3299999,26.6100006,24.2399998,20.1800003,23.2700005
DAYMET_004_tmax_doy2010126_aid0001,tmax,aid0001,2010-05-06,37363,12.6300001,25.8899994,"(12.6300001,25.8899994)",23.0276527,1.6331565,2.6672003,24.1700001,25.8899994,23.2900009,19.5499992,22.3199997
DAYMET_004_tmax_doy2010127_aid0001,tmax,aid0001,2010-05-07,37363,7.4200001,23.1000004,"(7.4200001,23.1000004)",19.8541412,1.9675658,3.8713151,21.2000008,23.1000004,20.0599995,15.7799997,19.0300007
DAYMET_004_tmax_doy2010128_aid0001,tmax,aid0001,2010-05-08,37363,6.23,20.5100002,"(6.23,20.5100002)",12.765048,2.7360184,7.4857968,14.3299999,19.5900002,11.9899998,6.23,10.8100004
DAYMET_004_tmax_doy2010129_aid0001,tmax,aid0001,2010-05-09,37363,-0.71,15.6700001,"(-0.71,15.6700001)",9.9245911,2.1736929,4.724941,11.4499998,15.6400003,10.1400003,4.4499998,8.6499996
DAYMET_004_tmax_doy2010130_aid0001,tmax,aid0001,2010-05-10,37363,-0.08,15.3000002,"(-0.08,15.3000002)",11.8837471,2.1174753,4.4837015,13.7299995,15.3000002,11.9300003,5.7600002,10.54
DAYMET_004_tmax_doy2010131_aid0001,tmax,aid0001,2010-05-11,37363,4.96,16.5,"(4.96,16.5)",14.5843697,1.1232808,1.2617597,15.25,16.5,14.75,12.6000004,14.1899996
DAYMET_004_tmax_doy2010132_aid0001,tmax,aid0001,2010-05-12,37363,6.6799998,18.1100006,"(6.6799998,18.1100006)",13.0985603,2.1050546,4.4312549,14.7200003,18.1100006,13.5500002,6.9299998,11.5900002
DAYMET_004_tmax_doy2010133_aid0001,tmax,aid0001,2010-05-13,37363,9.8800001,21.1100006,"(9.8800001,21.1100006)",19.1141243,1.1699877,1.3688712,19.7000008,21.0499992,19.3400002,17.4500008,18.7999992
DAYMET_004_tmax_doy2010134_aid0001,tmax,aid0001,2010-05-14,37363,10.5900002,23.9599991,"(10.5900002,23.9599991)",19.501955,1.9139421,3.6631744,20.9099998,23.9599991,19.2000008,14.0200005,18.1499996
DAYMET_004_tmax_doy2010135_aid0001,tmax,aid0001,2010-05-15,37363,9.0100002,22.5799999,"(9.0100002,22.5799999)",19.2680931,1.9808278,3.9236788,20.7000008,22.5799999,19.5,14.3400002,18.1499996
DAYMET_004_tmax_doy2010136_aid0001,tmax,aid0001,2010-05-16,37363,9.6499996,23.6100006,"(9.6499996,23.6100006)",21.2677746,1.4897674,2.219407,22.3199997,23.6100006,21.4799995,18.3999996,20.75
DAYMET_004_tmax_doy2010137_aid0001,tmax,aid0001,2010-05-17,37363,15.0500002,25.9099998,"(15.0500002,25.9099998)",23.4418068,1.1414355,1.302875,24.2900009,25.9099998,23.5,20.5900002,22.8099995
DAYMET_004_tmax_doy2010138_aid0001,tmax,aid0001,2010-05-18,37363,12.8800001,21.6200008,"(12.8800001,21.6200008)",18.5248795,1.5375787,2.3641483,19.7800007,21.6200008,18.8600006,13.8599997,17.3899994
DAYMET_004_tmax_doy2010139_aid0001,tmax,aid0001,2010-05-19,37363,7.5799999,16.5499992,"(7.5799999,16.5499992)",13.5142918,0.7092632,0.5030543,13.9200001,15.0,13.5600004,12.1199999,13.1999998
DAYMET_004_tmax_doy2010140_aid0001,tmax,aid0001,2010-05-20,37363,16.6299992,32.6199989,"(16.6299992,32.6199989)",26.8010883,1.4197489,2.0156869,27.7199993,30.2199993,26.8299999,23.5300007,26.0400009
DAYMET_004_tmax_doy2010141_aid0001,tmax,aid0001,2010-05-21,37363,17.5100002,27.3099995,"(17.5100002,27.3099995)",23.954361,1.5959238,2.5469727,25.1599998,27.3099995,24.0900002,19.2600002,22.7999992
DAYMET_004_tmax_doy2010142_aid0001,tmax,aid0001,2010-05-22,37363,14.3299999,26.2700005,"(14.3299999,26.2700005)",23.1246052,2.237144,5.0048132,24.8700008,26.2700005,23.9500008,16.75,21.6200008
DAYMET_004_tmax_doy2010143_aid0001,tmax,aid0001,2010-05-23,37363,16.0499992,26.8400002,"(16.0499992,26.8400002)",23.7920094,1.7859836,3.1897373,25.1599998,26.8400002,24.1399994,19.1599998,22.7600002
DAYMET_004_tmax_doy2010144_aid0001,tmax,aid0001,2010-05-24,37363,21.4099998,30.5,"(21.4099998,30.5)",28.0178394,1.1317052,1.2807566,28.8999996,30.5,28.0100002,24.7299995,27.2299995
DAYMET_004_tmax_doy2010145_aid0001,tmax,aid0001,2010-05-25,37363,23.9500008,33.4099998,"(23.9500008,33.4099998)",31.2892342,1.0488091,1.1000004,32.0200005,33.4099998,31.3600006,28.8700008,30.7600002
DAYMET_004_tmax_doy2010146_aid0001,tmax,aid0001,2010-05-26,37363,22.8899994,36.4599991,"(22.8899994,36.4599991)",33.514473,1.3971348,1.9519856,34.3899994,36.4599991,33.6199989,30.7700005,32.9399986
DAYMET_004_tmax_doy2010147_aid0001,tmax,aid0001,2010-05-27,37363,17.0300007,27.4200001,"(17.0300007,27.4200001)",25.1093559,1.3350384,1.7823276,26.1100006,27.4200001,25.3899994,21.2399998,24.1599998
DAYMET_004_tmax_doy2010148_aid0001,tmax,aid0001,2010-05-28,37363,16.4500008,26.2299995,"(16.4500008,26.2299995)",23.7092381,1.2796084,1.6373976,24.6499996,26.2299995,24.0100002,20.6299992,23.0400009
DAYMET_004_tmax_doy2010149_aid0001,tmax,aid0001,2010-05-29,37363,16.2700005,27.2900009,"(16.2700005,27.2900009)",24.8802624,1.4496722,2.1015496,25.9300003,27.2900009,25.1399994,21.2800007,24.0699997
DAYMET_004_tmax_doy2010150_aid0001,tmax,aid0001,2010-05-30,37363,13.4399996,27.8099995,"(13.4399996,27.8099995)",24.79916,1.8475121,3.4133011,26.1000004,27.8099995,24.9599991,20.6299992,23.9099998
DAYMET_004_tmax_doy2010151_aid0001,tmax,aid0001,2010-05-31,37363,17.6900005,28.0100002,"(17.6900005,28.0100002)",24.4378223,1.9429264,3.774963,26.1599998,28.0100002,24.7099991,18.1399994,22.9400005
DAYMET_004_tmax_doy2010152_aid0001,tmax,aid0001,2010-06-01,37363,16.1299992,29.7700005,"(16.1299992,29.7700005)",24.9140854,2.9825249,8.8954546,27.9099998,29.7700005,24.8299999,16.1299992,22.4699993
DAYMET_004_tmax_doy2010153_aid0001,tmax,aid0001,2010-06-02,37363,13.7200003,29.7299995,"(13.7200003,29.7299995)",25.6164513,2.8931327,8.3702167,27.8400002,29.7299995,26.5200005,17.8700008,23.8500004
DAYMET_004_tmax_doy2010154_aid0001,tmax,aid0001,2010-06-03,37363,15.7700005,29.2900009,"(15.7700005,29.2900009)",24.6335182,3.4857414,12.1503929,27.7399998,29.2900009,25.6599998,15.7700005,21.9200001
DAYMET_004_tmax_doy2010155_aid0001,tmax,aid0001,2010-06-04,37363,16.5,29.6200008,"(16.5,29.6200008)",26.4761295,1.8232446,3.3242208,27.8299999,29.6200008,26.6399994,21.8199997,25.4200001
DAYMET_004_tmax_doy2010156_aid0001,tmax,aid0001,2010-06-05,37363,17.7199993,30.6900005,"(17.7199993,30.6900005)",27.5233955,1.8361844,3.3715731,28.9599991,30.6900005,27.8199997,22.2399998,26.2700005
DAYMET_004_tmax_doy2010157_aid0001,tmax,aid0001,2010-06-06,37363,12.04,28.3299999,"(12.04,28.3299999)",22.1701069,3.5677624,12.7289284,25.0100002,28.3299999,22.3400002,12.04,19.1800003
DAYMET_004_tmax_doy2010158_aid0001,tmax,aid0001,2010-06-07,37363,9.6300001,25.0799999,"(9.6300001,25.0799999)",21.3040981,1.8323895,3.3576512,22.6499996,25.0799999,21.4200001,17.2299995,20.4799995
DAYMET_004_tmax_doy2010159_aid0001,tmax,aid0001,2010-06-08,37363,8.3900003,22.8199997,"(8.3900003,22.8199997)",20.1304035,1.5506058,2.4043783,21.2099991,22.8199997,20.4200001,16.8899994,19.4799995
DAYMET_004_tmax_doy2010160_aid0001,tmax,aid0001,2010-06-09,37363,12.0500002,23.1100006,"(12.0500002,23.1100006)",20.9155941,1.255484,1.57624,21.6900005,23.1100006,21.3099995,18.6900005,20.4899998
DAYMET_004_tmax_doy2010161_aid0001,tmax,aid0001,2010-06-10,37363,9.0600004,19.1299992,"(9.0600004,19.1299992)",15.2670622,1.2530537,1.5701435,16.0900002,18.6700001,15.4200001,11.79,14.3699999
DAYMET_004_tmax_doy2010162_aid0001,tmax,aid0001,2010-06-11,37363,12.5299997,21.8999996,"(12.5299997,21.8999996)",19.843111,0.9480414,0.8987825,20.3700008,21.6900005,19.9500008,18.1700001,19.4899998
DAYMET_004_tmax_doy2010163_aid0001,tmax,aid0001,2010-06-12,37363,11.3100004,22.2600002,"(11.3100004,22.2600002)",18.8111668,1.4892031,2.2177259,19.8400002,22.2600002,19.1700001,15.04,17.9200001
DAYMET_004_tmax_doy2010164_aid0001,tmax,aid0001,2010-06-13,37363,12.6400003,21.6299992,"(12.6400003,21.6299992)",17.7999783,1.0566466,1.116502,18.3999996,20.2999992,17.8899994,15.2299995,17.1299992
DAYMET_004_tmax_doy2010165_aid0001,tmax,aid0001,2010-06-14,37363,15.7299995,26.7900009,"(15.7299995,26.7900009)",23.2694969,1.722978,2.9686532,24.5400009,26.7900009,23.4300003,17.9400005,21.8999996
DAYMET_004_tmax_doy2010166_aid0001,tmax,aid0001,2010-06-15,37363,14.7600002,27.0499992,"(14.7600002,27.0499992)",24.125082,1.4374026,2.0661263,24.9300003,26.9799995,24.1800003,21.5100002,23.5599995
DAYMET_004_tmax_doy2010167_aid0001,tmax,aid0001,2010-06-16,37363,13.4499998,25.1800003,"(13.4499998,25.1800003)",22.1291771,1.7061535,2.9109598,23.3099995,25.1800003,22.0400009,18.3099995,21.3099995
DAYMET_004_tmax_doy2010168_aid0001,tmax,aid0001,2010-06-17,37363,13.6000004,24.8400002,"(13.6000004,24.8400002)",21.11479,1.5838462,2.5085688,22.3999996,24.8400002,20.9099998,16.5100002,20.0400009
DAYMET_004_tmax_doy2010169_aid0001,tmax,aid0001,2010-06-18,37363,19.4699993,32.4500008,"(19.4699993,32.4500008)",29.5024719,1.2986561,1.6865077,30.2800007,32.1599998,29.7800007,27.1399994,29.0200005
DAYMET_004_tmax_doy2010170_aid0001,tmax,aid0001,2010-06-19,37363,22.1700001,31.4799995,"(22.1700001,31.4799995)",29.2040291,1.0809147,1.1683767,29.9500008,31.4799995,29.4099998,26.8299999,28.7000008
DAYMET_004_tmax_doy2010171_aid0001,tmax,aid0001,2010-06-20,37363,20.3799992,32.1100006,"(20.3799992,32.1100006)",30.2071362,1.2915578,1.6681215,31.0300007,32.1100006,30.5100002,27.8600006,29.7600002
DAYMET_004_tmax_doy2010172_aid0001,tmax,aid0001,2010-06-21,37363,20.7299995,31.8199997,"(20.7299995,31.8199997)",29.160181,1.5197002,2.3094886,30.1900005,31.8199997,29.5699997,25.7700005,28.4200001
DAYMET_004_tmax_doy2010173_aid0001,tmax,aid0001,2010-06-22,37363,18.7600002,29.2800007,"(18.7600002,29.2800007)",26.8249168,1.2124509,1.4700371,27.5699997,29.2700005,26.9500008,24.7299995,26.4300003
DAYMET_004_tmax_doy2010174_aid0001,tmax,aid0001,2010-06-23,37363,18.7900009,30.5300007,"(18.7900009,30.5300007)",27.1527081,1.7390199,3.0241901,28.4099998,30.5300007,27.2299995,22.4699993,26.0300007
DAYMET_004_tmax_doy2010175_aid0001,tmax,aid0001,2010-06-24,37363,19.0699997,34.6300011,"(19.0699997,34.6300011)",30.1393051,2.3411672,5.4810639,32.0800018,34.6300011,30.3199997,23.4099998,28.6100006
DAYMET_004_tmax_doy2010176_aid0001,tmax,aid0001,2010-06-25,37363,19.8799992,29.7600002,"(19.8799992,29.7600002)",27.4835129,1.2910571,1.6668285,28.4699993,29.7600002,27.5300007,24.3500004,26.8199997
DAYMET_004_tmax_doy2010177_aid0001,tmax,aid0001,2010-06-26,37363,14.1700001,30.9500008,"(14.1700001,30.9500008)",26.3911686,2.254945,5.0847771,28.0699997,30.9500008,26.6000004,20.7000008,25.1200008
DAYMET_004_tmax_doy2010178_aid0001,tmax,aid0001,2010-06-27,37363,16.3500004,30.2199993,"(16.3500004,30.2199993)",25.3691883,2.5188496,6.3446034,27.5900002,30.2199993,25.0599995,16.8600006,23.2399998
DAYMET_004_tmax_doy2010179_aid0001,tmax,aid0001,2010-06-28,37363,19.9099998,35.3800011,"(19.9099998,35.3800011)",29.6573792,2.4387157,5.9473342,31.7099991,35.3800011,29.3999996,22.1200008,27.8700008
DAYMET_004_tmax_doy2010180_aid0001,tmax,aid0001,2010-06-29,37363,18.3999996,33.0900002,"(18.3999996,33.0900002)",28.6470242,1.9704359,3.8826175,30.1000004,33.0900002,28.7800007,23.4799995,27.4500008
DAYMET_004_tmax_doy2010181_aid0001,tmax,aid0001,2010-06-30,37363,11.1300001,26.4799995,"(11.1300001,26.4799995)",23.3086758,1.9859532,3.9440102,24.8500004,26.4799995,23.4500008,18.3799992,22.2600002
DAYMET_004_tmax_doy2010182_aid0001,tmax,aid0001,2010-07-01,37363,10.0699997,24.7700005,"(10.0699997,24.7700005)",21.4324837,1.8432139,3.3974375,22.7299995,24.7700005,21.7900009,17.1399994,20.4899998
DAYMET_004_tmax_doy2010183_aid0001,tmax,aid0001,2010-07-02,37363,15.3500004,28.4099998,"(15.3500004,28.4099998)",25.5757656,1.4050491,1.9741629,26.3799992,28.3400002,25.6700001,23.1100006,25.0699997
DAYMET_004_tmax_doy2010184_aid0001,tmax,aid0001,2010-07-03,37363,20.8500004,32.2599983,"(20.8500004,32.2599983)",29.5479317,1.2468817,1.554714,30.2199993,32.1699982,29.6599998,26.9799995,28.9200001
DAYMET_004_tmax_doy2010185_aid0001,tmax,aid0001,2010-07-04,37363,20.7800007,35.2000008,"(20.7800007,35.2000008)",31.6050167,1.7945896,3.220552,32.8100014,35.2000008,31.7999992,27.6399994,30.7399998
DAYMET_004_tmax_doy2010186_aid0001,tmax,aid0001,2010-07-05,37363,24.5100002,37.1699982,"(24.5100002,37.1699982)",33.6134415,1.6007123,2.5622799,34.5900002,37.1699982,33.5999985,30.0400009,32.7700005
DAYMET_004_tmax_doy2010187_aid0001,tmax,aid0001,2010-07-06,37363,24.0200005,38.3300018,"(24.0200005,38.3300018)",35.3754044,1.8142353,3.2914498,36.7000008,38.3300018,35.4799995,31.2800007,34.5299988
DAYMET_004_tmax_doy2010188_aid0001,tmax,aid0001,2010-07-07,37363,23.2199993,36.2200012,"(23.2199993,36.2200012)",33.034214,1.8554108,3.4425493,34.4300003,36.2200012,33.4799995,28.0400009,31.8700008
DAYMET_004_tmax_doy2010189_aid0001,tmax,aid0001,2010-07-08,37363,23.6399994,33.6500015,"(23.6399994,33.6500015)",30.5824604,1.7004541,2.8915442,31.8099995,33.6500015,30.9400005,26.3600006,29.6299992
DAYMET_004_tmax_doy2010190_aid0001,tmax,aid0001,2010-07-09,37363,23.2999992,33.6599998,"(23.2999992,33.6599998)",30.9447918,1.5600278,2.4336869,32.0999985,33.6599998,31.2399998,27.0300007,30.0699997
DAYMET_004_tmax_doy2010191_aid0001,tmax,aid0001,2010-07-10,37363,18.1100006,32.5400009,"(18.1100006,32.5400009)",26.9221878,2.8603642,8.1816833,29.5699997,32.5400009,26.4599991,18.1100006,24.6599998
DAYMET_004_tmax_doy2010192_aid0001,tmax,aid0001,2010-07-11,37363,21.3299999,32.75,"(21.3299999,32.75)",29.2119617,1.6158141,2.6108552,30.2900009,32.75,29.1900005,25.3199997,28.2999992
DAYMET_004_tmax_doy2010193_aid0001,tmax,aid0001,2010-07-12,37363,23.2999992,33.4199982,"(23.2999992,33.4199982)",30.3493023,1.7623371,3.105832,31.6900005,33.4199982,30.75,25.2900009,29.1299992
DAYMET_004_tmax_doy2010194_aid0001,tmax,aid0001,2010-07-13,37363,21.5499992,32.7400017,"(21.5499992,32.7400017)",29.6372719,1.717478,2.9497308,30.9899998,32.7400017,29.7700005,24.7399998,28.4899998
DAYMET_004_tmax_doy2010195_aid0001,tmax,aid0001,2010-07-14,37363,19.4699993,29.4599991,"(19.4699993,29.4599991)",25.383604,1.3188888,1.7394676,26.1299992,28.3799992,25.3299999,22.3799992,24.6299992
DAYMET_004_tmax_doy2010196_aid0001,tmax,aid0001,2010-07-15,37363,22.7199993,31.2600002,"(22.7199993,31.2600002)",28.1079502,1.3530457,1.8307327,29.1000004,31.2600002,28.1800003,25.0,27.4599991
DAYMET_004_tmax_doy2010197_aid0001,tmax,aid0001,2010-07-16,37363,21.0699997,34.0600014,"(21.0699997,34.0600014)",30.1263657,2.496393,6.2319778,32.1599998,34.0600014,30.6900005,22.3899994,28.25
DAYMET_004_tmax_doy2010198_aid0001,tmax,aid0001,2010-07-17,37363,21.4699993,34.1800003,"(21.4699993,34.1800003)",31.6419983,1.5346105,2.3550294,32.7400017,34.1800003,31.7700005,28.3199997,30.9699993
DAYMET_004_tmax_doy2010199_aid0001,tmax,aid0001,2010-07-18,37363,18.6200008,34.4399986,"(18.6200008,34.4399986)",30.3024216,1.8727249,3.5070985,31.5699997,34.4399986,30.6299992,26.1700001,29.4099998
DAYMET_004_tmax_doy2010200_aid0001,tmax,aid0001,2010-07-19,37363,20.1200008,32.0,"(20.1200008,32.0)",29.1363907,1.6835409,2.8343101,30.4899998,32.0,29.3299999,24.2900009,28.0100002
DAYMET_004_tmax_doy2010201_aid0001,tmax,aid0001,2010-07-20,37363,18.5300007,29.5499992,"(18.5300007,29.5499992)",27.0091305,1.2969674,1.6821244,27.8999996,29.5499992,27.0,24.0799999,26.3700008
DAYMET_004_tmax_doy2010202_aid0001,tmax,aid0001,2010-07-21,37363,20.7900009,32.3800011,"(20.7900009,32.3800011)",29.2913685,1.5244496,2.3239465,30.3899994,32.3800011,29.4200001,25.25,28.3299999
DAYMET_004_tmax_doy2010203_aid0001,tmax,aid0001,2010-07-22,37363,16.4300003,30.4699993,"(16.4300003,30.4699993)",26.9724159,1.7985967,3.2349502,28.25,30.4699993,27.1299992,22.6800003,26.0200005
DAYMET_004_tmax_doy2010204_aid0001,tmax,aid0001,2010-07-23,37363,19.5900002,28.4799995,"(19.5900002,28.4799995)",25.8205471,1.4807576,2.1926431,26.8899994,28.4799995,26.3799992,21.7700005,24.8400002
DAYMET_004_tmax_doy2010205_aid0001,tmax,aid0001,2010-07-24,37363,21.6499996,32.7400017,"(21.6499996,32.7400017)",29.1403694,2.0923991,4.3781341,30.7399998,32.7400017,29.6800003,23.0200005,27.6499996
DAYMET_004_tmax_doy2010206_aid0001,tmax,aid0001,2010-07-25,37363,19.4400005,33.7900009,"(19.4400005,33.7900009)",29.0791721,2.2161078,4.911134,30.9400005,33.7900009,28.9500008,22.8500004,27.7000008
DAYMET_004_tmax_doy2010207_aid0001,tmax,aid0001,2010-07-26,37363,14.8400002,30.3500004,"(14.8400002,30.3500004)",27.0259819,1.8560526,3.4449314,28.3600006,30.3500004,27.1499996,22.7700005,26.1200008
DAYMET_004_tmax_doy2010208_aid0001,tmax,aid0001,2010-07-27,37363,19.7199993,33.4500008,"(19.7199993,33.4500008)",30.1937809,1.6909765,2.8594015,31.4599991,33.4500008,30.0900002,25.9899998,29.2700005
DAYMET_004_tmax_doy2010209_aid0001,tmax,aid0001,2010-07-28,37363,21.2800007,33.1599998,"(21.2800007,33.1599998)",30.7082214,1.4398334,2.0731202,31.7600002,33.1599998,30.8400002,27.6100006,30.1000004
DAYMET_004_tmax_doy2010210_aid0001,tmax,aid0001,2010-07-29,37363,18.2999992,32.8100014,"(18.2999992,32.8100014)",29.5184612,2.1941581,4.8143297,31.2099991,32.8100014,29.8299999,24.1399994,28.3799992
DAYMET_004_tmax_doy2010211_aid0001,tmax,aid0001,2010-07-30,37363,13.2700005,28.25,"(13.2700005,28.25)",25.1908302,2.0426154,4.1722777,26.8999996,28.25,25.4099998,19.7000008,24.0200005
DAYMET_004_tmax_doy2010212_aid0001,tmax,aid0001,2010-07-31,37363,15.1999998,27.0300007,"(15.1999998,27.0300007)",24.2294674,1.5526367,2.4106809,25.5,27.0300007,24.1800003,19.7600002,23.2000008
DAYMET_004_tmax_doy2010213_aid0001,tmax,aid0001,2010-08-01,37363,18.6499996,28.6100006,"(18.6499996,28.6100006)",25.8312302,1.2956008,1.6785814,26.7600002,28.6100006,25.9799995,22.1900005,24.9300003
DAYMET_004_tmax_doy2010214_aid0001,tmax,aid0001,2010-08-02,37363,19.25,29.6000004,"(19.25,29.6000004)",26.7046528,1.4214674,2.0205696,27.7399998,29.6000004,26.8799992,22.6499996,25.7000008
DAYMET_004_tmax_doy2010215_aid0001,tmax,aid0001,2010-08-03,37363,18.7399998,30.9799995,"(18.7399998,30.9799995)",27.7761898,1.9186158,3.6810867,29.2399998,30.9799995,28.0400009,22.5200005,26.5499992
DAYMET_004_tmax_doy2010216_aid0001,tmax,aid0001,2010-08-04,37363,21.9899998,34.3199997,"(21.9899998,34.3199997)",31.6147861,1.5301497,2.3413581,32.7700005,34.3199997,31.7199993,27.9200001,30.8299999
DAYMET_004_tmax_doy2010217_aid0001,tmax,aid0001,2010-08-05,37363,21.2700005,33.0999985,"(21.2700005,33.0999985)",29.1868362,1.7290784,2.9897122,30.6800003,33.0999985,28.8700008,24.0900002,28.0400009
DAYMET_004_tmax_doy2010218_aid0001,tmax,aid0001,2010-08-06,37363,17.4200001,32.0400009,"(17.4200001,32.0400009)",28.4018478,1.9097012,3.6469588,29.7199993,32.0400009,28.7800007,24.1200008,27.4799995
DAYMET_004_tmax_doy2010219_aid0001,tmax,aid0001,2010-08-07,37363,13.0,27.2299995,"(13.0,27.2299995)",24.6617718,1.8956947,3.5936585,26.1100006,27.2299995,24.9400005,20.1399994,23.7199993
DAYMET_004_tmax_doy2010220_aid0001,tmax,aid0001,2010-08-08,37363,18.2099991,31.1599998,"(18.2099991,31.1599998)",28.477726,1.645296,2.7069989,29.6700001,31.1599998,28.7299995,24.3299999,27.5300007
DAYMET_004_tmax_doy2010221_aid0001,tmax,aid0001,2010-08-09,37363,20.2600002,34.8800011,"(20.2600002,34.8800011)",31.4682178,1.8521359,3.4304074,32.8800011,34.8800011,31.5400009,26.8299999,30.4599991
DAYMET_004_tmax_doy2010222_aid0001,tmax,aid0001,2010-08-10,37363,21.2199993,33.3800011,"(21.2199993,33.3800011)",30.3951969,1.3440007,1.8063379,31.0400009,32.6899986,30.4899998,28.2900009,29.9400005
DAYMET_004_tmax_doy2010223_aid0001,tmax,aid0001,2010-08-11,37363,19.3500004,30.8600006,"(19.3500004,30.8600006)",28.2054768,1.3344375,1.7807234,29.1200008,30.8600006,28.3899994,25.1499996,27.5300007
DAYMET_004_tmax_doy2010224_aid0001,tmax,aid0001,2010-08-12,37363,18.1299992,28.3899994,"(18.1299992,28.3899994)",25.2250462,1.4338962,2.0560583,26.1100006,28.3899994,24.9899998,21.7000008,24.3400002
DAYMET_004_tmax_doy2010225_aid0001,tmax,aid0001,2010-08-13,37363,17.5,27.6200008,"(17.5,27.6200008)",25.2103767,1.0928613,1.1943458,26.0799999,27.6200008,25.3099995,22.2099991,24.5300007
DAYMET_004_tmax_doy2010226_aid0001,tmax,aid0001,2010-08-14,37363,19.3700008,28.9099998,"(19.3700008,28.9099998)",26.5969505,1.0753323,1.1563395,27.3400002,28.9099998,26.7199993,24.0699997,26.0300007
DAYMET_004_tmax_doy2010227_aid0001,tmax,aid0001,2010-08-15,37363,17.9799995,27.9799995,"(17.9799995,27.9799995)",25.6001434,1.2823341,1.6443807,26.5799999,27.9799995,25.8799992,22.3299999,24.8799992
DAYMET_004_tmax_doy2010228_aid0001,tmax,aid0001,2010-08-16,37363,17.9899998,27.9300003,"(17.9899998,27.9300003)",24.6898575,1.321538,1.7464626,25.7000008,27.9300003,24.8099995,21.1900005,23.8799992
DAYMET_004_tmax_doy2010229_aid0001,tmax,aid0001,2010-08-17,37363,19.6599998,32.6699982,"(19.6599998,32.6699982)",29.6746655,1.7566768,3.0859134,30.8999996,32.6699982,29.7199993,25.2999992,28.6599998
DAYMET_004_tmax_doy2010230_aid0001,tmax,aid0001,2010-08-18,37363,18.4099998,31.1499996,"(18.4099998,31.1499996)",28.108778,1.5551527,2.4184998,29.1399994,31.1499996,28.3099995,24.7399998,27.3799992
DAYMET_004_tmax_doy2010231_aid0001,tmax,aid0001,2010-08-19,37363,21.8799992,32.9500008,"(21.8799992,32.9500008)",29.4486198,1.6281773,2.6509613,30.7000008,32.9500008,29.5,24.7900009,28.3299999
DAYMET_004_tmax_doy2010232_aid0001,tmax,aid0001,2010-08-20,37363,14.71,29.9599991,"(14.71,29.9599991)",26.1257191,2.3763738,5.6471523,28.0699997,29.9599991,26.1900005,19.6000004,24.6800003
DAYMET_004_tmax_doy2010233_aid0001,tmax,aid0001,2010-08-21,37363,16.6900005,27.3799992,"(16.6900005,27.3799992)",24.7063904,1.4475293,2.0953411,25.6000004,27.3799992,24.5300007,21.8500004,24.1000004
DAYMET_004_tmax_doy2010234_aid0001,tmax,aid0001,2010-08-22,37363,13.3900003,24.1100006,"(13.3900003,24.1100006)",20.6429806,1.5193193,2.3083311,21.8199997,24.1100006,21.0,16.5,19.6900005
DAYMET_004_tmax_doy2010235_aid0001,tmax,aid0001,2010-08-23,37363,11.7299995,21.1100006,"(11.7299995,21.1100006)",18.2693806,1.3150461,1.7293462,19.0799999,21.1100006,18.25,15.4399996,17.6200008
DAYMET_004_tmax_doy2010236_aid0001,tmax,aid0001,2010-08-24,37363,16.3700008,24.0100002,"(16.3700008,24.0100002)",20.6075363,1.9149785,3.6671427,22.2399998,24.0100002,20.8999996,16.3700008,19.0400009
DAYMET_004_tmax_doy2010237_aid0001,tmax,aid0001,2010-08-25,37363,14.4300003,21.1399994,"(14.4300003,21.1399994)",18.4432774,0.8557041,0.7322295,19.0300007,20.7600002,18.4699993,15.9799995,17.8099995
DAYMET_004_tmax_doy2010238_aid0001,tmax,aid0001,2010-08-26,37363,16.6299992,31.5900002,"(16.6299992,31.5900002)",26.4108181,1.6193953,2.622441,27.6000004,30.6499996,26.5,22.5,25.5599995
DAYMET_004_tmax_doy2010239_aid0001,tmax,aid0001,2010-08-27,37363,13.9300003,27.1499996,"(13.9300003,27.1499996)",24.0815086,1.5691203,2.4621385,25.0799999,27.1499996,24.4699993,21.1100006,23.4899998
DAYMET_004_tmax_doy2010240_aid0001,tmax,aid0001,2010-08-28,37363,17.6299992,28.5900002,"(17.6299992,28.5900002)",26.6771965,1.1530499,1.3295242,27.2800007,28.5699997,26.9699993,25.1299992,26.4200001
DAYMET_004_tmax_doy2010241_aid0001,tmax,aid0001,2010-08-29,37363,21.6900005,34.1399994,"(21.6900005,34.1399994)",31.7821312,1.3626937,1.856934,32.7299995,34.1399994,31.8600006,29.1599998,31.2999992
DAYMET_004_tmax_doy2010242_aid0001,tmax,aid0001,2010-08-30,37363,21.1299992,34.0,"(21.1299992,34.0)",31.353672,1.4308141,2.0472291,32.1599998,34.0,31.5200005,28.9400005,30.8700008
